questionID,AnswerKey,examName,schoolGrade,question,subject
AKDE&ED_2012_4_35,B,Alaska Dept. of Education & Early Development,4,Algae are organisms that live in water. Scientists discovered a new type of red algae near Knight Island in Prince William Sound. Which statement is most likely a positive effect of this discovery? (A) Scientists studying the red algae are disturbing local wildlife. (B) The red algae may help scientists better understand local food webs. (C) Visitors to Alaska may want to collect the red algae and take it home. (D) The red algae may be moved by boat to other areas when people travel.,Physics
AKDE&ED_2012_4_4,C,Alaska Dept. of Education & Early Development,4,"Benjamin Franklin invented many different things. Among his inventions were bifocal glasses, the lightning rod, and a type of iron stove. Which personal quality most likely led to the invention of these things? (A) humor (B) honesty (C) curiosity (D) leadership",Biology
MDSA_2007_4_52,C,Maryland School Assessment - Science,4,Plants and animals need food for growth. What happens to most of the food that plants produce? (A) Food is released as gas. (B) Food is converted to water. (C) Food is stored for future use. (D) Food is used to absorb sunlight.,Biology
MDSA_2007_5_39,D,Maryland School Assessment - Science,5,"Students are learning about the natural resources in Maryland. One group of students researches information about renewable natural resources in the state. The other group researches information about nonrenewable natural resources in the state. The resources the students investigate include plants, animals, soil, minerals, water, coal, and oil. Which of the following human activities negatively affects a natural resource? (A) fishing in a lake (B) using water to produce electricity (C) planting native plants along a lakeshore (D) directing runoff from cropland into a lake",Biology
MDSA_2008_5_24,C,Maryland School Assessment - Science,5,Many natural resources are found in Maryland and the surrounding area. Some of these natural resources are renewable and some are nonrenewable. People use both kinds of resources in daily activities. Using natural resources often produces waste products. Recycling centers are where people take materials that may be reused to make new products. How does recycling paper positively affect the environment? (A) reduces air pollution (B) increases soil erosion (C) reduces trees that are cut (D) increases habitat destruction,Physics
MDSA_2008_5_39,C,Maryland School Assessment - Science,5,The building of houses in Maryland uses many different materials. Which building material is made of a renewable natural resource? (A) copper wire (B) steel beams (C) wood boards (D) plastic siding,Physics
MDSA_2008_5_41,D,Maryland School Assessment - Science,5,A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. During which process in the water cycle does snow fall to the ground? (A) classification (B) condensation (C) evaporation (D) precipitation,Physics
MDSA_2009_4_43,A,Maryland School Assessment - Science,4,"Making a Splash on Mars Scientists have known for years that water exists on Mars. There are small amounts of water vapor in the atmosphere, and at the Martian North and South poles there are frozen water ice caps. The north polar cap is mostly water ice (and there is also some frozen carbon dioxide, like dry ice) that is about 1 mile thick! Scientists believe even more water lies deep under the Martian surface. In June 2000, scientists held a press conference to announce some new pictures of Mars. These pictures showed gullies that looked like flash flood channels on Earth. Scientists already knew that water had once flowed on the red planet, but that was billions of years ago. (We know this because NASA satellites have taken pictures of ancient dried-up riverbeds.) But these channels look like they were made recently, and this surprised the scientists. One reason they were surprised is that Mars is very cold. It is so cold that the ground should be frozen. Any water in this area should be solid ice. A second reason that liquid water is surprising is that Mars is so dry. There is so little water vapor in the atmosphere that any pool of water would quickly evaporate. Even on Earth, ocean water evaporates into the sky as part of the water cycle. On Mars, water evaporates more quickly than it would anywhere on Earth. So: how could there be liquid water on such a planet? Well, this is a very interesting point. On Earth, we talk about the boiling point of water, where it turns into steam or vapor. We also talk about the freezing point of water, where liquid water turns to a solid called ice. Well, it turns out that there is a “triple point” of water. When the temperature and air pressure are just right, water can exist in all three states at once: solid, liquid, and gas—all at the same time! Oddly, the atmospheric pressure on Mars is very close to the triple point pressure for water (6.1 millibars). All over the red planet, water can change from liquid to solid to gas with just a slight change in pressure. A physical property of ice is (A) hardness (B) flexibility (C) attraction by magnets (D) good conduction of electricity",Physics
MDSA_2009_5_16,D,Maryland School Assessment - Science,5,"Students visited the Morris W. Offit telescope located at the Maryland Space Grant Observatory in Baltimore. They learned about the stars, planets, and moon. The students recorded the information below. • Star patterns stay the same, but their locations in the sky seem to change. • The sun, planets, and moon appear to move in the sky. • Proxima Centauri is the nearest star to our solar system. • Polaris is a star that is part of a pattern of stars called the Little Dipper. Which statement best explains why the sun appears to move across the sky each day? (A) The sun revolves around Earth. (B) Earth rotates around the sun. (C) The sun revolves on its axis. (D) Earth rotates on its axis.",Physics
MDSA_2010_4_13,C,Maryland School Assessment - Science,4,Flexibility is a physical property of some matter. Which of these materials best demonstrates the property of flexibility? (A) a mirror (B) a pencil (C) a metal wire (D) a telephone pole,Physics
MDSA_2010_4_24,A,Maryland School Assessment - Science,4,A student notices a paw print while walking in a park. The paw print could be considered a fossil if the print was in (A) rock (B) topsoil (C) thick mud (D) loose sand,Physics
MDSA_2010_4_7,B,Maryland School Assessment - Science,4,Weather patterns sometimes result in drought. Which activity would be most negatively affected during a drought year? (A) boating (B) farming (C) hiking (D) hunting,Physics
MDSA_2010_5_18,D,Maryland School Assessment - Science,5,Wind is a natural resource that benefits the southeastern shore of the Chesapeake Bay. How could these winds best benefit humans? (A) The winds could blow oil spills into the bay. (B) The winds could be converted to fossil fuel. (C) The winds could blow air pollution toward land. (D) The winds could be converted to electrical energy.,Physics
MDSA_2011_4_36,B,Maryland School Assessment - Science,4,"A teacher carefully places some objects into very hot water. After one minute, which item is most likely too hot to touch? (A) a cloth napkin (B) a metal spoon (C) a plastic pencil (D) a wooden stick",Physics
MDSA_2011_4_8,C,Maryland School Assessment - Science,4,"Scientists have monitored the amount of acid rainfall in Frederick County, Maryland, since 1982. Humans in Frederick County are affected by acid rain because acid rain alters (A) wind patterns (B) air temperatures (C) the quality of water (D) the amount of precipitation",Biology
MDSA_2011_5_13,C,Maryland School Assessment - Science,5,"Vertical Farming in the Big Apple Downtown Manhattan is hardly a place you would associate with agriculture. Rather, with its countless restaurants, cafes, shops and supermarkets this is a place of consumption. And so every morsel, every bite of food New Yorkers munch through every day must be trucked, shipped or flown in, from across the country, and across the world. Now though, scientists at Columbia University are proposing an alternative. Their vision of the future is one in which the skyline of New York and other cities include a new kind of skyscraper: the “vertical farm.” The idea is simple enough. Imagine a 30-story building with glass walls, topped off with a huge solar panel. On each floor there would be giant planting beds, indoor fields in effect. There would be a sophisticated irrigation system. And so crops of all kinds and small livestock could all be grown in a controlled environment in the most urban of settings. That means there would be no shipping costs, and no pollution caused by moving produce around the country. It’s all the brainchild of Columbia University Professor Dickson Despommier. Professor Despommier lists many advantages of this revolutionary kind of agriculture. They include: • Year round crop production in a controlled environment • All produce would be organic as there would be no exposure to wild parasites and bugs • Elimination of environmentally damaging agricultural runoff • Food being produced locally to where it is consumed And, says the professor, vertical farming would allow some existing traditional farms to be returned to natural forests. Good news in a time of global warming. The plan is to make the whole complex sustainable. Energy would come from a giant solar panel but there would also be incinerators that would use the farm’s waste products for fuel. All of the water in the entire complex would be recycled. For now, vertical farms are a virtual concept. But the scientists insist that the theory is sound. All they need now, they say, is money to make this a reality. Which material used in a vertical farm is made from a renewable natural resource? (A) copper wire (B) steel beams (C) fertilized soil (D) plastic pipes",Physics
MDSA_2011_5_20,D,Maryland School Assessment - Science,5,"The snowshoe hare sheds its fur twice a year. In the summer, the fur of the hare is brown. In the winter, the fur is white. Which of these statements best explains the advantage of shedding fur? (A) Shedding fur keeps the hare clean. (B) Shedding fur helps the hare move quickly. (C) Shedding fur keeps the hare’s home warm. (D) Shedding fur helps the hare blend into its habitat.",Physics
MDSA_2011_5_6,B,Maryland School Assessment - Science,5,Planets in our solar system have different solar years. Which statement explains the cause of an Earth solar year? (A) Earth rotates around the sun. (B) Earth revolves around the sun. (C) The sun rotates around Earth. (D) The sun revolves around Earth.,Physics
