questionID,AnswerKey,examName,schoolGrade,question,subject,bag_question,cleaned_question,cluster,final_cleaned,cluster0
VASoL_2010_5_11,B,Virginia Standards of Learning - Science,5,"{VA-5-2010-13} A teacher asked his class to help plan their science field trip schedule from January to June. Based on the table, which month with an average temperature above 50°F has the least amount of average precipitation? (A) March (B) April (C) May (D) June",Biology,"['amount', 'average', 'june', 'table', 'teacher']",amount average june table teacher,0,amount average june teacher,2
VASoL_2010_5_14,D,Virginia Standards of Learning - Science,5,{VA-5-2010-15} Which describes energy through this food web? (A) Salamanders get energy from snakes and mice. (B) Acorns get energy from insects and pine trees. (C) Mice get energy from salamanders and insects. (D) Snakes get energy from salamanders and mice.,Biology,"['energy', 'get', 'insects', 'mice', 'salamanders']",energy get insect mice salamander,0,energy get insect mice salamander,0
VASoL_2010_5_17,A,Virginia Standards of Learning - Science,5,"{VA-5-2010-16} When comparing fossil A to fossil B, which is most likely correct? (A) Fossil B is older. (B) Fossil B is larger. (C) Only fossil B is metamorphic. (D) Only fossil B was once an organism.",Biology,"['comparing', 'correct', 'fossil', 'larger', 'likely']",compare correct fossil large likely,0,compare correct fossil large,0
VASoL_2010_5_35,C,Virginia Standards of Learning - Science,5,{VA-5-2010-29} Students filled a graduated cylinder with the amount of water shown. How much more water needs to be added to the cylinder to measure 25 mL? (A) 2 mL (B) 4 mL (C) 6 mL (D) 9 mL,Physics,"['added', 'amount', 'cylinder', 'ml', 'water']",added amount cylinder ml water,0,added amount cylinder ml water,2
VASoL_2011_5_13,C,Virginia Standards of Learning - Science,5,Which picture shows an object that has kinetic energy? (A) {VA-5-2011-11} (B) {VA-5-2011-12} (C) {VA-5-2011-13} (D) {VA-5-2011-14},Biology,"['energy', 'kinetic', 'object', 'picture', 'shows']",energy kinetic object picture show,3,energy kinetic object picture,0
VASoL_2011_5_27,D,Virginia Standards of Learning - Science,5,"{VA-5-2011-24} Based on the information in the table, the best way to tell gold from pyrite is by which property? (A) Color (B) Transparency (C) Luster (D) Hardness",Physics,"['based', 'best', 'color', 'gold', 'hardness']",base best color gold hardness,0,base color gold hardness,0
VASoL_2011_5_28,B,Virginia Standards of Learning - Science,5,{VA-5-2011-25} The diagram above shows the changes to a land surface caused by a river flowing through the area for many years. Which process caused the changes to the surface? (A) Condensation (B) Erosion (C) Evaporation (D) Pollution,Physics,"['area', 'caused', 'changes', 'condensation', 'surface']",area cause change condensation surface,0,area cause condensation surface,0
VASoL_2011_5_30,B,Virginia Standards of Learning - Science,5,"{VA-5-2011-27} In this food web, which two organisms could be harmed if the mouse population were to decline? (A) Deer and caterpillar (B) Wolf and snake (C) Oak and grass (D) Hawk and songbird",Physics,"['caterpillar', 'population', 'snake', 'songbird', 'two']",caterpillar population snake songbird two,0,caterpillar population snake songbird two,0
VASoL_2011_5_31,D,Virginia Standards of Learning - Science,5,"{VA-5-2011-28} The school garden club planted sunflower seeds in 6-inch pots. Each pot was watered the same amount every two days. At the end of one month, the number of sprouts was counted. Which pot had an unusual number of sprouts? (A) 1 (B) 2 (C) 3 (D) 4",Biology,"['amount', 'number', 'pot', 'sprouts', 'two']",amount number pot sprout two,0,amount number pot sprout two,2
VASoL_2011_5_37,B,Virginia Standards of Learning - Science,5,{VA-5-2011-30} The box would be easier to move if the surface of the ramp was smoother because there would be less — (A) mass in the box (B) friction opposing the box (C) gravity pulling on the box (D) distance to push the box,Biology,"['box', 'distance', 'easier', 'friction', 'would']",box distance easy friction would,0,box distance easy friction would,0
VASoL_2011_5_39,D,Virginia Standards of Learning - Science,5,{VA-5-2011-31} Which of these would best describe the tube worms shown? (A) Mammals (B) Vertebrates (C) Amphibians (D) Invertebrates,Physics,"['amphibians', 'best', 'describe', 'invertebrates', 'mammals']",amphibian best describe invertebrates mammal,0,amphibian describe invertebrates mammal,0
WashingtonMSP_2012_5_4,C,Washington MSP,5,Use the following information to answer the question. Ariana and Matt visited a wheat field. They drew the Wheat Field Food Web. {WA-5-2012-1} Ariana and Matt also made a diagram of a Wheat Plant. {WA-5-2012-2} How does the worm population benefit a wheat field ecosystem? (A) Worms attract water to the soil. (B) Worms give off oxygen for the wheat plants. (C) Worms help wheat plants get mineral nutrients.,Biology,"['field', 'plants', 'web', 'wheat', 'worms']",field plant web wheat worm,0,field plant web wheat worm,0
WashingtonMSP_2012_5_5,A,Washington MSP,5,Use the following information to answer the question. Ariana and Matt visited a wheat field. They drew the Wheat Field Food Web. {WA-5-2012-1} Ariana and Matt also made a diagram of a Wheat Plant. {WA-5-2012-2} Sometimes a row of trees is planted along the edge of a wheat field. Why do farmers plant rows of trees next to their fields? (A) To prevent wind from eroding the soil (B) To protect animals from the rain (C) To provide food for the wheat,Biology,"['field', 'food', 'protect', 'trees', 'wheat']",field food protect tree wheat,0,field food protect tree wheat,0
WashingtonMSP_2012_5_10,B,Washington MSP,5,"Use the following information to answer the question. Paul and Sheryl studied a Toy Car System at school. The Toy Car System is a model car with a battery. When the ON button is pressed, the toy car rolls forward, plays music, and flashes the headlamps. Paul and Sheryl made the following diagram showing the parts of the Toy Car System. {WA-5-2012-3} What causes the toy car to play music? (A) The type of wheels (B) The vibrations in the speaker (C) The brightness of the headlamps",Biology,"['car', 'music', 'paul', 'system', 'toy']",car music paul system toy,0,car music paul system toy,0
WashingtonMSP_2012_5_11,C,Washington MSP,5,"Use the following information to answer the question. Paul and Sheryl studied a Toy Car System at school. The Toy Car System is a model car with a battery. When the ON button is pressed, the toy car rolls forward, plays music, and flashes the headlamps. Paul and Sheryl made the following diagram showing the parts of the Toy Car System. {WA-5-2012-3} Paul and Sheryl did an investigation with three different toy cars. They collected their data in the table shown. {WA-5-2012-6} Which Toy Car moved the fastest? (A) Toy Car A (B) Toy Car B (C) Toy Car C",Biology,"['car', 'following', 'sheryl', 'system', 'toy']",car follow sheryl system toy,0,car sheryl system toy,0
86013,D,NYSEDREGENTS,4,The diagram below shows a balance. Side A has five blocks and side B has three blocks. The mass of each block is shown in grams (g). {Regents_2011_4th_Grade_01} How much greater is the mass of the blocks on side A than the mass of the blocks on side B? (A) 50 g (B) 100 g (C) 150 g (D) 200 g,Biology,"['balance', 'block', 'blocks', 'mass', 'side']",balance block block mass side,0,balance block block mass side,4
86016,B,NYSEDREGENTS,4,A calendar for the month of September 2003 is shown below. {Regents_2011_4th_Grade_02} The calendar shows the changing appearance of (A) the Sun (B) the Moon (C) the stars (D) Earth,Physics,"['appearance', 'calendar', 'changing', 'earth', 'month']",appearance calendar change earth month,0,appearance calendar earth month,1
86021,A,NYSEDREGENTS,4,The diagram below shows a solid piece of chocolate before it was melted and the same piece of chocolate after it was melted into a liquid. {Regents_2011_4th_Grade_03} Which property of the piece of chocolate is the same in the two diagrams? (A) mass (B) shape (C) temperature (D) texture,Physics,"['chocolate', 'diagram', 'diagrams', 'melted', 'piece']",chocolate diagram diagram melt piece,1,chocolate melt piece,0
86024,C,NYSEDREGENTS,4,The diagram below shows a bell ringing. {Regents_2011_4th_Grade_04} Which form of energy is produced when a bell rings? (A) magnetic (B) electrical (C) sound (D) light,Physics,"['bell', 'diagram', 'electrical', 'energy', 'form']",bell diagram electrical energy form,1,bell electrical energy,0
86026,D,NYSEDREGENTS,4,The diagram below shows a pan of boiling water on a stove. {Regents_2011_4th_Grade_05} Which form of energy changes the water from a liquid to a gas as it boils? (A) sound (B) mechanical (C) light (D) heat,Physics,"['boiling', 'boils', 'changes', 'diagram', 'water']",boil boil change diagram water,1,boil boil water,0
86029,C,NYSEDREGENTS,4,The diagram below shows a mature flower. {Regents_2011_4th_Grade_06} This flower produced seeds that grew into new flowers. Which new flower is most likely an offspring of this mature flower? (A) {Regents_2011_4th_Grade_07} (B) {Regents_2011_4th_Grade_08} (C) {Regents_2011_4th_Grade_09} (D) {Regents_2011_4th_Grade_10},Biology,"['diagram', 'flower', 'mature', 'shows']",diagram flower mature show,1,flower mature,0
86030,B,NYSEDREGENTS,4,The diagram below shows a baby elephant with one of its parents. {Regents_2011_4th_Grade_11} The baby elephant’s trunk is an example of (A) a response to the environment (B) an inherited trait (C) coloration to attract mates (D) a seasonal adaptation,Biology,"['adaptation', 'baby', 'response', 'seasonal', 'shows']",adaptation baby response seasonal show,3,adaptation baby response seasonal,0
86031,B,NYSEDREGENTS,4,"Base your answers on the diagram below, which shows four stages in the growth and development of a bean plant. The stages are labeled A, B, C, and D. {Regents_2011_4th_Grade_12} In which stage is germination first visible? (A) A (B) B (C) C (D) D",Biology,"['answers', 'base', 'bean', 'development', 'stages']",answer base bean development stage,2,base bean development stage,0
86032,B,NYSEDREGENTS,4,"Base your answers on the diagram below, which shows four stages in the growth and development of a bean plant. The stages are labeled A, B, C, and D. {Regents_2011_4th_Grade_12} Which new structure first appears in stage D? (A) seed (B) leaf (C) root (D) stem",Biology,"['answers', 'seed', 'shows', 'stage', 'stages']",answer seed show stage stage,3,seed stage stage,0
86033,D,NYSEDREGENTS,4,The diagram below shows four stages in the life cycle of a butterfly. One stage is labeled X. {Regents_2011_4th_Grade_13} Which stage is shown at X? (A) larva (B) egg (C) adult (D) pupa,Biology,"['adult', 'butterfly', 'cycle', 'diagram', 'stage']",adult butterfly cycle diagram stage,1,adult butterfly cycle stage,0
86040,B,NYSEDREGENTS,4,"Base your answers on the diagram below and on your knowledge of science. The diagram shows a relationship between several organisms, labeled A, B, C, and D. {Regents_2011_4th_Grade_14} The sequence shown in this diagram represents a (A) life span (B) food chain (C) water cycle (D) seed germinating",Biology,"['answers', 'diagram', 'several', 'shown', 'shows']",answer diagram several show show,3,several,0
86041,A,NYSEDREGENTS,4,"Base your answers on the diagram below and on your knowledge of science. The diagram shows a relationship between several organisms, labeled A, B, C, and D. {Regents_2011_4th_Grade_14} Which organism in the diagram is a producer? (A) A (B) B (C) C (D) D",Biology,"['answers', 'base', 'diagram', 'knowledge', 'labeled']",answer base diagram knowledge label,1,base label,0
86042,C,NYSEDREGENTS,4,"Base your answers on the diagram below and on your knowledge of science. The diagram shows a relationship between several organisms, labeled A, B, C, and D. {Regents_2011_4th_Grade_14} Which organism in the diagram is both predator and prey? (A) A (B) B (C) C (D) D",Biology,"['answers', 'base', 'diagram', 'knowledge', 'labeled']",answer base diagram knowledge label,1,base label,0
86455,C,NYSEDREGENTS,4,Which thermometer shows a temperature of 65°F? (A) {Regents_2007_4th_Grade_01} (B) {Regents_2007_4th_Grade_02} (C) {Regents_2007_4th_Grade_03} (D) {Regents_2007_4th_Grade_04},Biology,"['shows', 'temperature', 'thermometer']",show temperature thermometer,3,temperature thermometer,0
86458,D,NYSEDREGENTS,4,The diagram below shows a girl in a wheelchair using a ramp to enter a building. {Regents_2007_4th_Grade_05} The ramp she is using is an example of which simple machine? (A) pulley (B) lever (C) wheel (D) inclined plane,Biology,"['building', 'diagram', 'enter', 'ramp', 'using']",build diagram enter ramp use,1,build enter ramp,0
86459,B,NYSEDREGENTS,4,The diagram below shows the land surface changes caused by a river flowing through an area for many years. {Regents_2007_4th_Grade_06} Which process caused the changes shown? (A) condensation (B) erosion (C) evaporation (D) rotation,Physics,"['area', 'caused', 'changes', 'shown', 'shows']",area cause change show show,3,area cause,0
